student_id,avg_percentage,best_score,worst_score,first_score,latest_score,tests_attempted,performance_band,improvement,name,ability_level,attendance_category,risk_level,intervention_required
RN0768,87.01,100.0,68.09,90.57,86.84,49,Top Performer,-3.72,Mansi Roy,Excellent,Good,Low Risk,No
RN0548,87.06,100.0,61.9,90.57,97.37,50,Top Performer,6.8,Priya Shenoy,Excellent,Good,Low Risk,No
RN1226,87.06,100.0,68.25,96.23,98.11,47,Top Performer,1.89,Kamal Pandey,Excellent,Good,Low Risk,No
RN0672,87.08,100.0,51.85,96.23,89.47,49,Top Performer,-6.75,Naveen Chawla,Excellent,Good,Low Risk,No
RN0619,87.15,100.0,59.26,94.34,89.47,47,Top Performer,-4.87,Shreya Bhat,Excellent,Good,Low Risk,No
RN1667,87.16,100.0,53.85,100.0,86.84,49,Top Performer,-13.16,Payal Acharya,Excellent,Good,Low Risk,No
RN0805,87.21,100.0,57.63,86.79,100.0,47,Top Performer,13.21,Ankit Pai,Excellent,Good,Low Risk,No
RN1319,87.22,100.0,56.82,92.45,84.21,48,Top Performer,-8.24,Deepika Rao,Excellent,Good,Low Risk,No
RN1581,87.22,100.0,58.97,75.47,94.74,49,Top Performer,19.27,Jatin Singh,Excellent,Good,Low Risk,No
RN0880,87.24,100.0,56.41,86.79,92.11,48,Top Performer,5.31,Dhruv Pandey,Excellent,Good,Low Risk,No
RN1163,87.25,100.0,69.84,92.45,86.84,49,Top Performer,-5.61,Pallavi Hedge,Excellent,Good,Low Risk,No
RN0596,87.27,100.0,65.96,100.0,92.11,48,Top Performer,-7.89,Suman Dutta,Excellent,Good,Low Risk,No
RN0787,87.28,100.0,56.41,100.0,92.11,48,Top Performer,-7.89,Vineet Kulkarni,Excellent,Good,Low Risk,No
RN1183,87.29,100.0,61.54,86.79,94.34,48,Top Performer,7.55,Ojaswini Kapoor,Excellent,Good,Low Risk,No
RN1475,87.3,100.0,68.09,86.79,97.37,50,Top Performer,10.58,Lakshmi Prasad,Excellent,Good,Low Risk,No
RN0656,87.31,100.0,44.68,96.23,89.47,48,Top Performer,-6.75,UrVashi Nayak,Excellent,Good,Low Risk,No
RN1064,87.39,100.0,60.71,88.68,94.74,49,Top Performer,6.06,Swati Patel,Excellent,Good,Low Risk,No
RN1106,87.39,100.0,53.85,100.0,92.11,46,Top Performer,-7.89,Dinesh Dutta,Excellent,Good,Low Risk,No
RN0622,87.41,100.0,58.73,92.45,81.58,44,Top Performer,-10.87,Indu Ray,Excellent,Good,Low Risk,No
RN0397,87.44,100.0,54.55,100.0,92.11,47,Top Performer,-7.89,Varun Joshi,Excellent,Good,Low Risk,No
RN0796,87.53,100.0,50.0,96.23,89.47,50,Top Performer,-6.75,Uma Patel,Excellent,Good,Low Risk,No
RN1126,87.62,100.0,56.41,90.57,94.74,47,Top Performer,4.17,Khushi Pillai,Excellent,Good,Low Risk,No
RN1761,87.64,100.0,61.22,92.45,100.0,49,Top Performer,7.55,Vineet Das,Excellent,Good,Low Risk,No
RN1825,87.7,100.0,53.85,83.02,76.32,47,Top Performer,-6.7,Barkha Pandey,Excellent,Good,Low Risk,No
RN0704,87.71,100.0,55.36,92.45,94.74,50,Top Performer,2.28,Kunwar Hegde,Excellent,Good,Low Risk,No
RN1164,87.72,100.0,57.5,94.34,66.04,48,Top Performer,-28.3,Yashaswini Mallya,Excellent,Good,Low Risk,No
RN0517,87.73,100.0,65.12,96.23,92.11,48,Top Performer,-4.12,Deepika Kamath,Excellent,Good,Low Risk,No
RN0993,87.74,100.0,65.0,86.79,100.0,49,Top Performer,13.21,Diya Malhotra,Excellent,Good,Low Risk,No
RN1805,87.74,100.0,64.29,88.68,97.37,50,Top Performer,8.69,Deepika Choudhury,Excellent,Good,Low Risk,No
RN1341,87.79,100.0,64.71,92.45,90.57,48,Top Performer,-1.89,Manav Das,Excellent,Good,Low Risk,No
RN1468,87.82,100.0,52.63,96.23,78.95,46,Top Performer,-17.28,Shreya Pandey,Excellent,Good,Low Risk,No
RN1555,87.86,100.0,58.97,100.0,94.74,49,Top Performer,-5.26,Monika Sen,Excellent,Good,Low Risk,No
RN0420,87.87,100.0,55.32,95.56,100.0,46,Top Performer,4.44,Garima Iyer,Excellent,Good,Low Risk,No
RN1322,87.93,100.0,50.0,100.0,86.84,49,Top Performer,-13.16,Tejaswini Sinha,Excellent,Good,Low Risk,No
RN1947,87.96,100.0,64.1,83.02,92.11,48,Top Performer,9.09,Deepa Malhotra,Excellent,Excellent,Low Risk,No
RN1844,87.97,100.0,63.83,86.79,89.47,49,Top Performer,2.68,Vikram Choudhury,Excellent,Excellent,Low Risk,No
RN0931,87.98,100.0,55.26,100.0,92.11,48,Top Performer,-7.89,Gagan Mukherjee,Excellent,Good,Low Risk,No
RN1328,88.0,100.0,64.1,100.0,94.74,50,Top Performer,-5.26,Charu Sen,Excellent,Good,Low Risk,No
RN1637,88.02,100.0,66.67,92.45,100.0,49,Top Performer,7.55,Aditya Rao,Excellent,Excellent,Low Risk,No
RN1432,88.03,100.0,64.1,96.23,94.74,48,Top Performer,-1.49,Radhika Pradhan,Excellent,Good,Low Risk,No
RN1277,88.04,100.0,52.27,81.13,89.47,50,Top Performer,8.34,Kriti Prasad,Excellent,Good,Low Risk,No
RN0776,88.1,100.0,58.14,100.0,86.84,48,Top Performer,-13.16,Priya Gupta,Excellent,Good,Low Risk,No
RN1860,88.22,100.0,61.54,96.23,97.37,47,Top Performer,1.14,Nisha Kulkarni,Excellent,Good,Low Risk,No
RN1327,88.23,100.0,66.67,92.45,92.11,49,Top Performer,-0.35,Deepak Alva,Excellent,Good,Low Risk,No
RN0124,88.25,100.0,53.19,92.45,92.11,48,Top Performer,-0.35,Arjun Hedge,Excellent,Good,Low Risk,No
RN0545,88.34,100.0,52.5,100.0,92.11,46,Top Performer,-7.89,Shreya Shenoy,Excellent,Good,Low Risk,No
RN0677,88.36,100.0,68.09,100.0,96.23,49,Top Performer,-3.77,Raman Deshmukh,Excellent,Excellent,Low Risk,No
RN1792,88.51,100.0,64.81,84.91,97.37,49,Top Performer,12.46,Monika Kumar,Excellent,Good,Low Risk,No
RN0568,88.61,100.0,66.67,100.0,86.84,46,Top Performer,-13.16,Malini Sodhi,Excellent,Good,Low Risk,No
RN1797,88.61,100.0,66.67,96.23,100.0,49,Top Performer,3.77,Anjali Banerjee,Excellent,Excellent,Low Risk,No
RN1759,88.62,100.0,61.9,96.23,92.11,50,Top Performer,-4.12,Mehak Verma,Excellent,Good,Low Risk,No
RN0949,88.63,100.0,51.28,96.23,92.11,48,Top Performer,-4.12,Prisha Dutta,Excellent,Good,Low Risk,No
RN1638,88.79,100.0,57.41,100.0,97.37,48,Top Performer,-2.63,Abha Rai,Excellent,Excellent,Low Risk,No
RN1112,88.86,100.0,61.54,100.0,94.74,45,Top Performer,-5.26,Abhishek Khanna,Excellent,Excellent,Low Risk,No
RN1056,88.9,100.0,66.67,100.0,97.37,50,Top Performer,-2.63,Payal Sharma,Excellent,Excellent,Low Risk,No
RN1570,88.92,100.0,62.75,88.68,76.32,48,Top Performer,-12.36,Riya Murthy,Excellent,Good,Low Risk,No
RN0065,89.06,100.0,59.09,96.23,89.47,50,Top Performer,-6.75,Kapil Dutta,Excellent,Excellent,Low Risk,No
RN1397,89.1,100.0,62.5,100.0,94.74,46,Top Performer,-5.26,Komal Shetty,Excellent,Excellent,Low Risk,No
RN1925,89.1,100.0,46.3,92.45,94.74,49,Top Performer,2.28,Arunima Pandey,Excellent,Good,Low Risk,No
RN1918,89.12,100.0,57.41,92.45,100.0,49,Top Performer,7.55,Jaideep Singh,Excellent,Excellent,Low Risk,No
RN1530,89.14,100.0,59.32,100.0,94.74,47,Top Performer,-5.26,Sumit Hegde,Excellent,Good,Low Risk,No
RN0005,89.17,100.0,55.56,100.0,97.37,47,Top Performer,-2.63,Ishita Nayak,Excellent,Excellent,Low Risk,No
RN1871,89.22,100.0,57.45,100.0,97.37,50,Top Performer,-2.63,Pooja Verma,Excellent,Good,Low Risk,No
RN0905,89.25,100.0,64.29,92.45,94.74,46,Top Performer,2.28,Kiran Prabhu,Excellent,Excellent,Low Risk,No
RN1181,89.25,100.0,50.91,90.57,97.37,47,Top Performer,6.8,Ritu Malhotra,Excellent,Good,Low Risk,No
RN0989,89.28,100.0,57.89,96.23,92.11,50,Top Performer,-4.12,Ganesh Sodhi,Excellent,Good,Low Risk,No
RN1238,89.3,100.0,64.1,96.23,97.37,50,Top Performer,1.14,Sandeep Gowda,Excellent,Excellent,Low Risk,No
RN0312,89.37,100.0,66.67,96.23,100.0,50,Top Performer,3.77,Anjali Verma,Excellent,Excellent,Low Risk,No
RN1178,89.41,100.0,59.09,100.0,86.84,49,Top Performer,-13.16,Inder Murthy,Excellent,Excellent,Low Risk,No
RN0839,89.44,100.0,56.52,94.34,94.74,49,Top Performer,0.4,Deepika Joshi,Excellent,Excellent,Low Risk,No
RN1300,89.5,100.0,66.67,96.23,100.0,47,Top Performer,3.77,Rajat Nayak,Excellent,Excellent,Low Risk,No
RN1021,89.53,100.0,68.18,96.23,94.74,49,Top Performer,-1.49,Kriti Iyer,Excellent,Excellent,Low Risk,No
RN0163,89.54,100.0,63.16,94.34,92.11,46,Top Performer,-2.23,Tejaswini Prabhu,Excellent,Excellent,Low Risk,No
RN0651,89.57,100.0,67.86,86.79,92.11,49,Top Performer,5.31,Dilip Prasad,Excellent,Excellent,Low Risk,No
RN0233,89.79,100.0,61.9,100.0,100.0,48,Top Performer,0.0,Inder Banerjee,Excellent,Excellent,Low Risk,No
RN0142,89.86,100.0,69.09,86.79,84.21,50,Top Performer,-2.58,Jaideep Hedge,Excellent,Excellent,Low Risk,No
RN0316,89.9,100.0,65.96,90.57,100.0,48,Top Performer,9.43,Aanya Dhillon,Excellent,Excellent,Low Risk,No
RN1913,89.91,100.0,64.29,83.02,92.11,48,Top Performer,9.09,Suresh Murthy,Excellent,Excellent,Low Risk,No
RN0724,89.96,100.0,64.29,100.0,100.0,47,Top Performer,0.0,Naveen Naik,Excellent,Excellent,Low Risk,No
RN0011,89.97,100.0,63.64,100.0,100.0,46,Top Performer,0.0,Hina Deshmukh,Excellent,Excellent,Low Risk,No
RN1353,89.99,100.0,67.31,100.0,84.21,47,Top Performer,-15.79,Aditya Prabhu,Excellent,Excellent,Low Risk,No
RN0809,90.0,100.0,47.5,90.57,92.11,46,Top Performer,1.54,Pari Menon,Excellent,Excellent,Low Risk,No
RN0846,90.01,100.0,69.23,90.57,100.0,49,Top Performer,9.43,Nitish Bose,Excellent,Excellent,Low Risk,No
RN1886,90.02,100.0,67.92,92.45,94.74,49,Top Performer,2.28,Gayatri Kumar,Excellent,Excellent,Low Risk,No
RN0441,90.04,100.0,57.5,96.23,92.11,46,Top Performer,-4.12,Malini Acharya,Excellent,Excellent,Low Risk,No
RN1282,90.14,100.0,65.45,100.0,92.11,50,Top Performer,-7.89,Sakshi Pandey,Excellent,Excellent,Low Risk,No
RN1287,90.18,100.0,51.28,100.0,100.0,48,Top Performer,0.0,Ritu Roy,Excellent,Excellent,Low Risk,No
RN1608,90.2,100.0,69.23,85.11,100.0,47,Top Performer,14.89,Kriti Banerjee,Excellent,Excellent,Low Risk,No
RN1010,90.21,100.0,69.05,96.23,94.74,48,Top Performer,-1.49,Vaishnavi Pillai,Excellent,Excellent,Low Risk,No
RN1086,90.26,100.0,44.68,91.49,100.0,49,Top Performer,8.51,Arjun Mallya,Excellent,Excellent,Low Risk,No
RN1773,90.3,100.0,68.52,92.45,97.37,48,Top Performer,4.92,Heena Mallya,Excellent,Excellent,Low Risk,No
RN1335,90.41,100.0,61.9,96.23,100.0,49,Top Performer,3.77,Drishti Sen,Excellent,Excellent,Low Risk,No
RN0856,90.42,100.0,69.23,74.47,92.11,45,Top Performer,17.64,Amita Tiwari,Excellent,Excellent,Low Risk,No
RN0379,90.44,100.0,72.55,90.57,100.0,47,Top Performer,9.43,Prisha Gowda,Excellent,Excellent,Low Risk,No
RN0803,90.45,100.0,53.85,100.0,100.0,43,Top Performer,0.0,Jyothi Ray,Excellent,Excellent,Low Risk,No
RN1490,90.47,100.0,67.5,96.23,100.0,50,Top Performer,3.77,Manav Bose,Excellent,Excellent,Low Risk,No
RN1517,90.5,100.0,72.34,100.0,97.37,50,Top Performer,-2.63,Vikas Nayak,Excellent,Excellent,Low Risk,No
RN1607,90.65,100.0,65.96,96.23,94.74,49,Top Performer,-1.49,Radhika Reddy,Excellent,Excellent,Low Risk,No
RN0182,90.68,100.0,61.11,90.57,100.0,49,Top Performer,9.43,Harini Singh,Excellent,Excellent,Low Risk,No
RN1629,90.77,100.0,71.05,100.0,100.0,48,Top Performer,0.0,Piyush Kumar,Excellent,Excellent,Low Risk,No
RN1948,90.77,100.0,63.83,92.45,100.0,46,Top Performer,7.55,Ananya Chawla,Excellent,Excellent,Low Risk,No
RN0626,90.8,100.0,59.26,100.0,100.0,47,Top Performer,0.0,Tejaswini Deshmukh,Excellent,Excellent,Low Risk,No
RN0245,90.82,100.0,53.85,100.0,98.11,44,Top Performer,-1.89,Yamini Chawla,Excellent,Excellent,Low Risk,No
RN1578,90.83,100.0,73.58,96.23,100.0,48,Top Performer,3.77,Ritu Murthy,Excellent,Excellent,Low Risk,No
RN0253,90.84,100.0,57.14,90.57,97.37,49,Top Performer,6.8,Priya Ray,Excellent,Excellent,Low Risk,No
RN0185,90.92,100.0,62.5,96.23,97.37,50,Top Performer,1.14,Anuj Hedge,Excellent,Excellent,Low Risk,No
RN0278,90.92,100.0,60.0,86.79,100.0,48,Top Performer,13.21,Utkarsh Gupta,Excellent,Excellent,Low Risk,No
RN1853,90.93,100.0,53.85,100.0,89.47,49,Top Performer,-10.53,Jyothi Gowda,Excellent,Excellent,Low Risk,No
RN0878,90.94,100.0,62.5,96.23,94.74,47,Top Performer,-1.49,Vijay Tiwari,Excellent,Excellent,Low Risk,No
RN0357,90.95,100.0,55.32,78.72,100.0,47,Top Performer,21.28,Kriti Roy,Excellent,Excellent,Low Risk,No
RN1579,90.99,100.0,64.1,83.02,94.74,49,Top Performer,11.72,Komal Prasad,Excellent,Excellent,Low Risk,No
RN1705,91.02,100.0,72.34,96.23,92.11,49,Top Performer,-4.12,Deepika Gill,Excellent,Excellent,Low Risk,No
RN1521,91.04,100.0,66.67,92.45,92.11,50,Top Performer,-0.35,Abha Chatterjee,Excellent,Excellent,Low Risk,No
RN0244,91.05,100.0,67.92,96.23,97.37,49,Top Performer,1.14,Gauri Rao,Excellent,Excellent,Low Risk,No
RN0630,91.05,100.0,61.54,100.0,94.74,48,Top Performer,-5.26,Aadhya Gupta,Excellent,Excellent,Low Risk,No
RN0746,91.06,100.0,67.5,96.23,94.74,49,Top Performer,-1.49,Ayush Rai,Excellent,Excellent,Low Risk,No
RN0414,91.08,100.0,65.91,92.45,89.47,47,Top Performer,-2.98,Diya Kumar,Excellent,Excellent,Low Risk,No
RN0445,91.16,100.0,61.36,100.0,94.74,50,Top Performer,-5.26,Ojaswini Ray,Excellent,Excellent,Low Risk,No
RN0881,91.16,100.0,66.67,100.0,94.74,47,Top Performer,-5.26,Malini Mishra,Excellent,Excellent,Low Risk,No
RN1699,91.17,100.0,69.39,96.23,97.37,49,Top Performer,1.14,Pankaj Sodhi,Excellent,Excellent,Low Risk,No
RN0251,91.18,100.0,69.77,96.23,94.74,47,Top Performer,-1.49,Anuj Acharya,Excellent,Excellent,Low Risk,No
RN0816,91.18,100.0,69.05,100.0,97.37,49,Top Performer,-2.63,Gayatri Iyer,Excellent,Excellent,Low Risk,No
RN1694,91.19,100.0,68.89,100.0,97.37,46,Top Performer,-2.63,Mehak Mukherjee,Excellent,Excellent,Low Risk,No
RN1001,91.2,100.0,69.23,96.23,100.0,49,Top Performer,3.77,Divya Iyer,Excellent,Excellent,Low Risk,No
RN0382,91.21,100.0,65.96,100.0,94.74,48,Top Performer,-5.26,Yashaswini Banerjee,Excellent,Excellent,Low Risk,No
RN0121,91.23,100.0,48.94,90.57,97.37,48,Top Performer,6.8,Chandan Prasad,Excellent,Excellent,Low Risk,No
RN0700,91.23,100.0,60.0,100.0,100.0,46,Top Performer,0.0,Barkha Malhotra,Excellent,Excellent,Low Risk,No
RN1859,91.28,100.0,64.44,90.57,92.11,49,Top Performer,1.54,Sumit Banerjee,Excellent,Excellent,Low Risk,No
RN1708,91.33,100.0,66.67,100.0,89.47,48,Top Performer,-10.53,Manav Nayak,Excellent,Excellent,Low Risk,No
RN0266,91.35,100.0,65.45,96.23,100.0,49,Top Performer,3.77,Tejas Dhillon,Excellent,Excellent,Low Risk,No
RN1071,91.4,100.0,70.21,83.02,94.74,50,Top Performer,11.72,Swati Gupta,Excellent,Excellent,Low Risk,No
RN1398,91.4,100.0,76.19,86.79,100.0,49,Top Performer,13.21,Ganesh Mishra,Excellent,Excellent,Low Risk,No
RN0520,91.42,100.0,70.91,100.0,94.74,47,Top Performer,-5.26,Dinesh Mallya,Excellent,Excellent,Low Risk,No
RN1873,91.57,100.0,57.5,92.45,94.74,47,Top Performer,2.28,Harish Sinha,Excellent,Excellent,Low Risk,No
RN0022,91.63,100.0,72.73,100.0,100.0,46,Top Performer,0.0,Charu Naik,Excellent,Excellent,Low Risk,No
RN1271,91.63,100.0,71.05,96.23,92.11,47,Top Performer,-4.12,Karan Prabhu,Excellent,Excellent,Low Risk,No
RN0801,91.65,100.0,54.76,96.23,97.37,49,Top Performer,1.14,Gaurav Mallya,Excellent,Excellent,Low Risk,No
RN1063,91.7,100.0,64.29,86.79,97.37,47,Top Performer,10.58,Hina Bose,Excellent,Excellent,Low Risk,No
RN0440,91.71,100.0,72.34,98.11,97.37,46,Top Performer,-0.74,Dev Mehta,Excellent,Excellent,Low Risk,No
RN1890,91.83,100.0,71.79,100.0,100.0,46,Top Performer,0.0,Dhruv Iyer,Excellent,Excellent,Low Risk,No
RN1349,91.86,100.0,70.18,96.23,100.0,46,Top Performer,3.77,Vikram Kamath,Excellent,Excellent,Low Risk,No
RN0277,91.87,100.0,57.45,100.0,100.0,46,Top Performer,0.0,Abhishek Pai,Excellent,Excellent,Low Risk,No
RN1473,91.88,100.0,68.09,100.0,100.0,50,Top Performer,0.0,Pradeep Tiwari,Excellent,Excellent,Low Risk,No
RN1672,91.97,100.0,70.37,100.0,100.0,47,Top Performer,0.0,Rohan Dhillon,Excellent,Excellent,Low Risk,No
RN1793,92.0,100.0,65.96,96.23,97.37,49,Top Performer,1.14,Priya Nayak,Excellent,Excellent,Low Risk,No
RN0550,92.09,100.0,74.36,100.0,92.11,48,Top Performer,-7.89,Nandini Pillai,Excellent,Excellent,Low Risk,No
RN0944,92.1,100.0,64.71,100.0,100.0,47,Top Performer,0.0,Isha Khanna,Excellent,Excellent,Low Risk,No
RN1507,92.21,100.0,58.93,100.0,97.37,49,Top Performer,-2.63,Arjun Pandey,Excellent,Excellent,Low Risk,No
RN1388,92.31,100.0,64.81,100.0,100.0,47,Top Performer,0.0,Harini Choudhury,Excellent,Excellent,Low Risk,No
RN1985,92.35,100.0,70.37,96.23,94.74,49,Top Performer,-1.49,Kriti Dhillon,Excellent,Excellent,Low Risk,No
RN1185,92.38,100.0,64.1,100.0,100.0,45,Top Performer,0.0,Amita Jain,Excellent,Excellent,Low Risk,No
RN1459,92.38,100.0,57.14,100.0,94.74,49,Top Performer,-5.26,Akash Chatterjee,Excellent,Excellent,Low Risk,No
RN0070,92.5,100.0,71.79,86.79,97.37,49,Top Performer,10.58,Kriti Prabhu,Excellent,Excellent,Low Risk,No
RN0103,92.5,100.0,63.83,100.0,92.11,47,Top Performer,-7.89,Ankit Rai,Excellent,Excellent,Low Risk,No
RN0586,92.77,100.0,63.83,100.0,97.37,48,Top Performer,-2.63,Hemant Alva,Excellent,Excellent,Low Risk,No
RN0465,92.78,100.0,71.79,86.79,100.0,49,Top Performer,13.21,Jaideep Shetty,Excellent,Excellent,Low Risk,No
RN1061,92.91,100.0,74.51,92.45,94.74,47,Top Performer,2.28,Jyothi Choudhury,Excellent,Excellent,Low Risk,No
RN1616,92.98,100.0,70.21,100.0,100.0,48,Top Performer,0.0,Payal Pillai,Excellent,Excellent,Low Risk,No
RN1717,93.09,100.0,77.78,100.0,86.84,48,Top Performer,-13.16,Gayatri Bose,Excellent,Excellent,Low Risk,No
RN0508,35.03,66.67,6.82,43.4,21.05,47,Needs Support,-22.34,Anita Jain,Weak,Good,Medium Risk,Yes
RN0291,35.09,63.04,13.33,32.08,23.68,49,Needs Support,-8.39,Aditi Kulkarni,Weak,Average,Medium Risk,Yes
RN0930,35.11,71.93,12.77,33.96,18.42,50,Needs Support,-15.54,Riya Sinha,Weak,Good,Medium Risk,Yes
RN1057,35.14,62.22,10.26,52.83,18.42,49,Needs Support,-34.41,Yamini Sen,Weak,Good,Medium Risk,Yes
RN1485,35.18,67.44,5.88,43.4,39.47,49,Needs Support,-3.92,Pranav Nayak,Weak,Good,Medium Risk,Yes
RN0923,35.26,56.82,8.51,56.6,52.63,47,Needs Support,-3.97,Anita Prasad,Weak,Excellent,Medium Risk,Yes
RN0585,35.27,65.12,4.44,30.19,34.21,49,Needs Support,4.02,Lata Bhat,Weak,Good,Medium Risk,Yes
RN1262,35.39,66.07,13.33,43.4,39.47,47,Needs Support,-3.92,Chandan Nayak,Weak,Good,Medium Risk,Yes
RN0015,35.4,62.5,11.9,22.64,34.21,48,Needs Support,11.57,Uma Grover,Weak,Good,Medium Risk,Yes
RN1195,35.44,68.52,10.64,33.96,65.79,50,Needs Support,31.83,Hemant Reddy,Weak,Good,Medium Risk,Yes
RN0515,35.53,70.73,1.85,13.21,42.11,48,Needs Support,28.9,Dilip Gill,Weak,Good,Medium Risk,Yes
RN1429,35.68,65.12,6.67,52.83,42.11,50,Needs Support,-10.72,Jyothi Sodhi,Weak,Good,Medium Risk,Yes
RN1952,35.68,60.0,7.14,49.06,44.74,49,Needs Support,-4.32,Rashmi Gowda,Weak,Good,Medium Risk,Yes
RN0886,35.76,70.59,7.27,45.28,26.32,49,Needs Support,-18.97,Sandeep Pillai,Weak,Good,Medium Risk,Yes
RN1339,35.82,55.81,10.87,32.08,31.58,49,Needs Support,-0.5,Lokesh Khanna,Weak,Good,Medium Risk,Yes
RN1887,35.84,67.44,15.38,30.19,50.0,49,Needs Support,19.81,Alka Kumar,Weak,Good,Medium Risk,Yes
RN0044,35.87,66.67,5.26,18.87,5.26,49,Needs Support,-13.6,Aanya Anand,Weak,Good,Medium Risk,Yes
RN1877,35.9,66.67,14.75,50.94,52.63,49,Needs Support,1.69,Gayatri Reddy,Weak,Excellent,Medium Risk,Yes
RN1688,35.96,61.36,7.41,54.72,28.95,48,Needs Support,-25.77,Ananya Naik,Weak,Good,Medium Risk,Yes
RN1703,36.0,65.31,10.64,43.4,50.0,48,Needs Support,6.6,Bhuvnesh Deshmukh,Weak,Good,Medium Risk,Yes
RN0304,36.13,60.78,11.11,33.96,55.26,49,Needs Support,21.3,Diya Gupta,Weak,Good,Medium Risk,Yes
RN0474,36.14,71.11,7.27,54.72,39.47,45,Needs Support,-15.24,Vidya Verma,Weak,Good,Medium Risk,Yes
RN1635,36.18,60.53,15.22,47.17,60.53,46,Needs Support,13.36,Aadhya Rao,Weak,Good,Medium Risk,Yes
RN0609,36.19,70.45,12.77,56.6,26.32,48,Needs Support,-30.29,Khushi Gowda,Weak,Excellent,Medium Risk,Yes
RN1499,36.19,57.41,11.11,33.96,44.74,48,Needs Support,10.77,Nitin Gupta,Weak,Good,Medium Risk,Yes
RN1285,36.2,62.79,11.86,41.51,34.21,48,Needs Support,-7.3,Ojaswini Bhat,Weak,Good,Medium Risk,Yes
RN0254,36.34,69.77,2.13,43.4,31.58,50,Needs Support,-11.82,Dinesh Sharma,Weak,Good,Medium Risk,Yes
RN0056,36.37,79.07,2.33,45.28,21.05,45,Needs Support,-24.23,Ojaswini Mallya,Weak,Good,Medium Risk,Yes
RN0143,36.37,68.89,8.47,39.62,26.32,50,Needs Support,-13.31,Bhavna Mukherjee,Weak,Good,Medium Risk,Yes
RN1042,36.37,72.34,6.67,20.75,47.37,47,Needs Support,26.61,Anuj Chawla,Weak,Good,Medium Risk,Yes
RN0918,36.38,74.51,6.38,58.49,36.84,50,Needs Support,-21.65,Rahul Alva,Weak,Good,Medium Risk,Yes
RN1304,36.4,71.43,7.41,22.64,31.58,48,Needs Support,8.94,Tejaswini Sodhi,Weak,Good,Medium Risk,Yes
RN1497,36.41,60.66,10.2,44.44,34.21,48,Needs Support,-10.23,Lata Mukherjee,Weak,Good,Medium Risk,Yes
RN1924,36.42,59.65,12.5,41.51,44.74,47,Needs Support,3.23,Sneha Patel,Weak,Good,Medium Risk,Yes
RN1571,36.44,66.67,15.09,33.96,44.74,49,Needs Support,10.77,Abha Joshi,Weak,Good,Medium Risk,Yes
RN1707,36.5,72.73,7.55,7.55,44.74,49,Needs Support,37.19,Jyothi Prasad,Weak,Excellent,Medium Risk,Yes
RN0162,36.53,64.29,7.69,28.3,42.11,47,Needs Support,13.8,Kiran Gill,Weak,Average,Medium Risk,Yes
RN0159,36.61,66.67,12.82,52.83,47.37,49,Needs Support,-5.46,Yamini Singh,Weak,Good,Medium Risk,Yes
RN1289,36.65,67.44,7.14,35.85,50.0,49,Needs Support,14.15,Alok Shenoy,Weak,Excellent,Medium Risk,Yes
RN1447,36.71,55.56,7.27,49.06,47.37,48,Needs Support,-1.69,Bharat Shenoy,Weak,Good,Medium Risk,Yes
RN1535,36.71,62.22,12.77,37.74,15.79,49,Needs Support,-21.95,Dinesh Acharya,Weak,Excellent,Medium Risk,Yes
RN0689,36.74,65.45,14.29,35.85,60.53,50,Needs Support,24.68,Shreya Kulkarni,Weak,Good,Medium Risk,Yes
RN0432,36.76,71.43,5.77,18.87,63.16,47,Needs Support,44.29,Nitin Mallya,Weak,Good,Medium Risk,Yes
RN1651,36.96,71.11,7.41,37.74,28.95,50,Needs Support,-8.79,Arunima Deshmukh,Weak,Good,Medium Risk,Yes
RN1774,36.97,69.23,7.84,28.3,42.11,49,Needs Support,13.8,Deepak Chatterjee,Weak,Good,Medium Risk,Yes
RN1809,36.98,61.9,7.69,54.72,44.74,46,Needs Support,-9.98,Aanchal Tiwari,Weak,Good,Medium Risk,Yes
RN0913,36.99,67.21,2.33,39.62,34.21,49,Needs Support,-5.41,Ananya Malhotra,Weak,Good,Medium Risk,Yes
RN1123,36.99,69.39,12.5,24.53,36.84,44,Needs Support,12.31,Vidya Jain,Weak,Good,Medium Risk,Yes
RN0415,37.0,70.49,13.73,28.3,68.42,47,Needs Support,40.12,Neha Patel,Weak,Good,Medium Risk,Yes
RN0464,37.09,64.1,17.02,37.74,42.11,50,Needs Support,4.37,Vaishnavi Kumar,Weak,Good,Medium Risk,Yes
RN1202,37.18,68.63,13.16,37.74,39.47,49,Needs Support,1.74,Shreya Sodhi,Weak,Good,Medium Risk,Yes
RN0980,37.24,62.75,7.41,37.74,28.95,50,Needs Support,-8.79,Vivek Sinha,Weak,Good,Medium Risk,Yes
RN1443,37.24,69.09,17.78,45.28,18.42,48,Needs Support,-26.86,Rashmi Murthy,Weak,Good,Medium Risk,Yes
RN0335,37.29,62.75,10.64,37.74,55.26,49,Needs Support,17.53,Pankaj Shenoy,Weak,Excellent,Medium Risk,Yes
RN0778,37.29,70.0,4.26,39.62,26.32,48,Needs Support,-13.31,Pooja Mukherjee,Weak,Good,Medium Risk,Yes
RN0408,37.33,71.43,6.67,56.6,39.47,48,Needs Support,-17.13,Garima Kamath,Weak,Good,Medium Risk,Yes
RN0150,37.41,64.44,10.87,35.85,21.05,48,Needs Support,-14.8,Indu Sen,Weak,Good,Medium Risk,Yes
